transaction_amount,transaction_date,merchant_id,customer_id,transaction_type,location,card_type,card_number,is_fraud
660.43,2023-04-15 17:56:39,1388122c-07a2-401a-aae5-b0fe886ed67e,2b6b297f-1421-4716-88c0-ebdfb772d8d3,purchase,Whitneyland,credit,4917506323815594,1
685.67,2023-04-04 19:58:00,c1301a5f-6d02-4e63-a8a4-ff28f408c6f4,69dec70b-d2d4-4223-9a4d-b787baf1c888,purchase,East Dakotaburgh,credit,4554156579987040,1
228.71,2022-12-20 05:22:27,41fd2445-ec05-4e61-92c3-8685fe86aac9,6862bcc4-d505-4ab9-b4b4-c63f7f40e86f,refund,Rebeccaland,debit,5027598216918366,1
681.97,2023-01-24 15:54:40,61c3fbf5-4ddd-49f1-b64b-ab7f3e451e00,c1eb4ef7-f972-402b-b175-67b7483c750d,refund,Loriside,credit,4501896571921102,0
272.01,2023-01-25 18:32:37,27176745-cec4-4cda-9aa8-1aa2e8cf544e,ad480d11-84d0-4234-bbbd-7c12cca9f3b9,transfer,Stevensfurt,debit,5875638772521489,1
669.67,2022-10-10 08:53:30,fe6d7505-8a19-4fc0-a04a-0014ca9ee586,0d9396ce-1b0f-4b7f-bc27-9a1944a204e2,transfer,Port Sarah,credit,4930205938527456,0
570.7,2023-03-05 21:59:54,33c831a1-9eac-49c1-b963-3bfe184eacf4,11cfa407-2080-4983-8f77-14bc484c4211,purchase,Lake Marcburgh,debit,5109318358073677,0
560.59,2023-03-31 16:14:20,4dd61abd-c779-45dc-8dfc-ad5ba1982ce2,6c42d3e4-a20f-4dc8-9588-d913e482db42,refund,New Nicholas,debit,5524306492159612,0
252.72,2023-07-25 23:51:13,9f328564-ede1-4c56-9ff7-18f7c75b9965,267cf5a3-472e-4f35-93bc-1f9cf651135f,transfer,New Christopher,debit,5502120619466000,0
474.15,2023-04-15 09:32:51,4d1910af-175b-48d0-a2a9-041de40228d7,92269c4b-c2b0-4b5b-8a72-3d14940045bc,transfer,Thomasport,debit,5053361097706772,1
81.79,2022-12-17 09:18:52,d48d9e2b-101e-4746-b488-5666937f88ea,ef40f935-d2b3-4b0f-9589-0218fbb93014,purchase,East Tracy,credit,4385996621576227,0
450.14,2023-09-22 02:50:49,3ba56a05-df05-4a40-ae81-7b2dea4e1467,c89febb6-8e7c-42aa-bb97-1856e6f5f21e,purchase,Jonesville,credit,4619542403350183,0
267.41,2023-01-16 04:01:41,dfdb0766-ca28-49a5-b6a1-e45fada8d415,adc91b57-58f5-466c-9794-34349f139715,refund,Taylorburgh,credit,4568127791399574,1
152.97,2023-07-30 00:23:04,ad073792-3ea9-43da-9a38-3ff0655b444c,408f4e3a-81a0-4228-91b5-757e7a26ed0f,transfer,Manningburgh,debit,5312079750330848,1
852.29,2023-03-19 02:05:48,a0f78259-d3cf-4b7b-9796-545f3e424288,2178017f-c14b-4d35-be9e-4069e8b6bae4,refund,Lewisfurt,debit,5424869884586733,0
869.46,2023-06-03 00:56:43,73073786-898e-49e0-a60f-886a3e4d2dd0,f48d862c-9927-4e06-bd59-d066c70b19a5,purchase,Arnoldville,credit,4866068905136682,0
299.6,2022-12-26 12:24:01,796f697b-a427-467a-86f3-53817699f1da,b5a59289-4bc8-4d98-94cb-9e508f0cbcf7,purchase,Port Tammy,credit,4123329575050232,1
199.51,2022-12-20 13:57:33,b608295a-5b49-4bb7-ba83-287a3c96502f,dfa406cb-1459-493e-a21f-7effc5058372,purchase,Port Pamela,credit,4941682878654655,0
338.79,2023-09-12 21:55:58,4ce8c3fb-ccba-46a6-92a1-f5df8544b99c,d0cf3947-462f-4c9b-b36c-07cd06bf6994,purchase,Smithton,debit,5999355654083257,0
45.8,2022-10-18 05:26:29,c3b85215-54ab-4c0b-9b29-28837d6f650a,9a1e7468-d3e4-43a6-b888-f056b855fa91,transfer,Lake Eric,credit,4976146509544910,0
139.83,2023-02-12 19:15:30,5d6d8aad-a906-4b61-a302-e9b0ba4bc451,e5bebc6e-8ff5-4048-9890-e510d5677fdc,transfer,Novakberg,credit,4416587475341148,1
561.5,2023-06-13 10:03:52,f702a68e-ca59-43ea-846d-aa0a22549852,2d45a1d5-c40d-457b-9dba-f29ee413d1e1,purchase,Timothyfurt,debit,5029248935618087,1
808.0,2022-11-02 08:26:55,01ef1248-fd0f-49de-a874-89541e217527,71f5e943-566f-4eed-a553-96a5f2d23348,refund,Joseview,debit,5994714596333158,0
627.09,2022-10-21 10:59:49,dc312a6a-1045-41c1-94a6-b87c380274c5,6ff93118-1cc5-4084-806d-7209fb423eb1,transfer,Ashleyport,debit,5595056313153178,1
726.68,2023-04-27 09:26:47,f0ca888a-6fdd-4ac8-8d54-3ab9f659e62a,4e902646-07d7-4264-afa8-b1311261337b,refund,North Stephanie,credit,4719520675192787,0
464.51,2023-09-04 22:19:45,5ae0ff10-111f-4912-b018-11f22f1ed218,2dc7f2c7-6721-411b-a322-071c8d4cbbdd,refund,Jameshaven,credit,4279589568210594,0
641.5,2023-06-21 10:30:45,658855b2-548f-4a3a-8ea2-33eb5b55ccf0,eca6d5c0-7487-46d1-907f-c9032ec48a50,purchase,Lake Deborah,credit,4031248134459915,1
214.64,2022-10-14 05:16:26,e8c7e364-bef7-466a-892a-c8bee1c87cd6,5c0a74fc-8ee6-42c4-8a30-37afb539ccfc,purchase,South Kathleen,debit,5274003657346987,1
456.52,2022-11-13 09:19:27,5fb402c8-c948-4a07-9349-6a4b113245bb,662096f8-141e-4951-9f2d-04ab6ef7956d,purchase,New Alexandriaville,credit,4751225922183043,0
11.38,2023-06-23 22:56:21,2da8c7aa-2cab-4629-b4c0-ac35ac259ecb,255e9f77-e0d9-4fb2-8994-b2839d42a941,transfer,Lake Miguel,credit,4868389566718382,1
967.48,2023-01-14 19:38:50,5d3caccb-af58-4847-91fc-c0dae7d93800,02f11bea-2981-432f-b73e-c0ab0a669b93,refund,Thomasland,credit,4104146008086962,0
842.21,2022-11-10 06:34:19,c9f540dd-2105-4393-9aaa-58114c205d8d,7477b813-b510-489e-a057-f93bfb7d8fce,purchase,Josephfort,credit,4054487724679212,1
494.42,2023-02-18 11:45:16,2226c617-82f7-4c77-b164-f7b4677080a3,9244fb96-4402-4c53-b4e3-2d6224d85e93,purchase,Jenniferborough,debit,5760089225515683,0
514.56,2023-06-06 13:14:27,cfd05e4a-7cc3-4992-8893-79df904761bd,a22ceafe-f702-44a3-94aa-33a2ba2e059f,transfer,Lisaville,debit,5275553239284383,0
594.64,2023-07-02 07:44:07,d30d4c27-a33c-4d49-a6a7-852be618d096,37d4fb56-3a54-4cd7-9aab-1a6fd571cbe4,refund,East Kelly,credit,4754676709823862,0
983.15,2022-12-14 18:58:40,a0d2913b-bf6a-4e2a-a6fb-9b09fe4f4e4f,438efa5c-e43b-4b91-8e10-027986ab78e8,transfer,East Joseph,credit,4456319718393171,0
724.7,2023-09-07 22:05:32,5fc9f399-e123-4b39-8298-dc5582c7912d,b5ebc011-4e09-4765-9de6-ca588fb0340b,purchase,Wallaceton,debit,5753750797684099,0
13.95,2023-05-13 20:36:28,d5c7dff8-bf91-43ea-97de-712a663bae27,7d57cc80-3c2e-4b8f-9f08-d3cad555fe30,transfer,Paulachester,credit,4589802316157355,1
757.7,2023-04-01 09:07:22,10dfa27e-431b-42ee-80f7-6ea9b63770a8,38c61455-daed-4cf7-8f6b-e99d7d378133,refund,Mclaughlinborough,debit,5615427677766959,1
822.11,2023-02-14 09:22:39,8cc25364-06cd-4e63-95e4-c04cb73ef4c4,6b57fb49-bf2e-45aa-adc2-b0cd39ab9788,purchase,Port Jose,credit,4076234830267672,1
695.6,2023-08-22 17:23:49,86c27d64-214c-4fc9-9170-f2bd130674f3,637e14f5-df26-4ca6-95b5-ed233fc0ae1b,refund,Barbarafort,credit,4949349799081882,1
900.16,2023-01-24 02:14:52,ad7d37aa-4013-4de8-ab99-17849b2d5b66,0d9752eb-5fa7-4252-9d70-479a57b8dcf1,refund,Port Erinbury,credit,4618432422390409,0
791.89,2023-08-06 09:40:45,1e276817-fd21-4b5a-9018-73ea3e1f2006,7262695e-ba72-495e-b71c-4a25502e2822,refund,Hodgetown,debit,5917686764069250,0
426.19,2023-07-01 21:02:57,97e2140f-c806-4227-94c2-7672d447a069,fd63b053-3ef8-4c79-8e88-e119e52802c2,transfer,Karenborough,credit,4840636502910756,1
300.67,2023-04-14 06:10:25,308919d3-5578-4e46-b44d-682594e0bd2d,30eb2f46-fc2c-4c45-9969-738155b16362,transfer,Millerburgh,credit,4411853425616769,1
717.91,2023-09-08 18:47:58,78efe726-a404-4a28-ad15-d3d3374e1ceb,4177056e-dd95-4b0a-b662-9e86c2eab9c1,purchase,Loriview,credit,4502911323270741,1
273.84,2023-04-08 04:43:54,985f6216-c4f1-4ac4-b434-5193038809a3,ba453271-8c4b-4433-89e2-4e93720d1f55,refund,South Curtisburgh,credit,4412865297662204,1
379.52,2023-01-24 13:04:15,e0da4f81-d3fe-4869-9289-bbd2639f3701,f5455cef-e2b3-4889-89f8-e15a4b9e909b,transfer,Lake Aaron,credit,4193176907711217,0
339.82,2023-07-20 05:30:09,c755561f-52ca-4faf-954f-86e4604be884,d53cdb49-fe4d-41a8-87c5-e0928facb4c9,purchase,East Donnaborough,debit,5718047241224053,0
810.54,2023-08-22 04:28:04,50ee0e22-7ec1-4c27-a450-d2d09b25d84a,366cadce-f7c2-4374-a117-46b5c3f7baeb,refund,Brownshire,debit,5739632675186251,0
91.48,2023-01-14 22:42:50,6e64bce7-7c25-463a-9a8b-47eb86532f60,3fbda8e6-c75f-4b45-a333-b828d20519cd,refund,Lake Wendyton,debit,5139698388698033,1
115.86,2023-02-26 18:10:33,39fad536-77a9-4576-bda8-ea13f0fe0584,f7c35dcc-c784-41d8-a911-db84c6259ae0,transfer,Sheltonport,credit,4271130402433462,1
364.5,2023-03-26 02:00:00,a902daae-8ef8-43ab-ba08-fbfbba2544ff,a63be091-f5f2-4e30-a111-e81a112d8392,transfer,Port Scott,debit,5859178305089602,0
46.71,2022-10-03 14:42:22,dc976a49-b30b-4c65-b989-b1904582fea3,97da58f8-855c-42c2-a9a2-b29cc935de9c,transfer,New Keith,debit,5212028199862643,1
304.42,2023-06-07 09:13:47,c1e96957-dfb6-4b07-9970-77d41cf6ad70,8b2e3375-9c38-461b-a206-a787578a9254,purchase,Johnsonton,debit,5325217810985480,0
750.81,2023-03-17 05:39:38,ce949466-1bde-4629-8a47-156b70c6b9de,07a4a79f-b06b-4f13-8952-53ca9a7d9524,purchase,South Jamesview,credit,4505141409336666,1
604.37,2023-08-19 19:01:43,ee93d13c-3d5d-4c54-aa17-162a24cf0b79,3a6d847d-dfa2-40da-be34-56e3f7c5216c,transfer,New Kathrynshire,credit,4661316587420425,0
920.61,2023-05-02 15:48:59,8c86c75b-f670-4c46-8377-bb20eba3d6b2,d172820e-ca39-40f4-a557-f0d4a72a5bef,refund,Baxterview,debit,5639993753660222,0
776.8,2022-12-07 23:30:07,85b8fe7d-654d-4f20-8971-60f714e9a38f,a59b657b-7f06-4598-b111-57ca792a884d,purchase,Timothymouth,debit,5837520345306281,0
317.86,2023-03-10 14:41:19,64cddafd-393a-4a62-ba21-e8bc035b8cce,72c82341-af30-4cdd-8d33-b6fc6216e5ad,purchase,Ramirezborough,credit,4331742117912766,1
166.55,2023-02-09 07:14:49,6dfa7940-1b81-49b2-a1f3-7517f018b213,810593ea-c0eb-42dd-bf2e-08de4eeb5dd2,transfer,Morganshire,debit,5240525594671943,1
890.86,2022-10-18 12:03:42,5bddc376-d408-47cb-b1ec-dc77e3df0079,d6c25ffd-8f01-412f-b684-11d347c2d455,refund,Margaretburgh,credit,4329087157810528,0
159.23,2022-12-07 12:05:48,9a486742-f6f2-46f5-bf78-d62a46336b5e,11c7f8d8-88c6-4772-aaa7-83890d2a19bc,refund,East Lisastad,debit,5350992562200709,1
304.94,2022-10-03 18:03:16,c9f6de12-1aac-41ad-b91e-65a3d56b75ef,e815fd0c-4d21-4b67-9706-f574de096c5b,refund,Port Teresa,credit,4592107247580953,0
809.52,2023-02-23 19:15:52,a94090a3-7924-4219-adb5-b56d36ea7f61,48049470-4dd7-4575-94d7-fa9a48596bf5,refund,South Shannonberg,credit,4595839122658971,0
83.19,2022-09-26 18:49:58,5766fd3f-3274-44f5-955d-8d720a0e0e7d,3f1ae0e2-efad-48bd-b7fd-85ef0bb7fb5f,purchase,Scottchester,credit,4003482811120019,0
255.1,2022-10-16 17:01:29,b0525a62-70fc-4aa3-a3f4-73ed65f70b5c,34894a8f-b86e-4e86-af6c-ab2ef55dea9f,purchase,Gonzalesbury,credit,4785992771056552,1
960.47,2022-12-06 10:11:47,a5aafbb9-d47b-4c50-abc8-480695e21dda,274c0c95-284c-4268-bc51-237dbfb23230,transfer,Michelleview,debit,5672775938256762,0
253.61,2022-11-28 17:31:28,0e1042a0-3ef8-4c2c-a23b-52ff7a14ff70,41a56799-2946-4367-960f-7a9ea4c62dd7,purchase,East Cassandraville,credit,4344217740108663,0
283.56,2023-04-01 08:08:28,270fe6f5-022e-4154-a82f-86a0fc5a6928,2bba5576-80ab-45ce-9d04-f2751995327b,purchase,Jonathanhaven,credit,4521608462872953,0
889.89,2023-06-30 05:44:40,52521d09-00b6-43b8-be73-cdbdffd23e25,e32f095d-0c06-476e-a5b8-d1609b4a71e6,refund,Macdonaldberg,debit,5097294068123583,0
535.2,2023-07-15 13:36:45,99dcf33f-6f03-4b9c-85a8-fdf963e49137,258dcc7c-02a5-47d8-ab50-24b69e7ad788,transfer,Tonyaborough,credit,4261200686910196,0
972.98,2023-03-30 02:37:33,d6bd525c-334c-43e6-ae54-da731aaf04a6,fd384488-7dc7-4c00-8164-854dece88d1e,transfer,Port Jean,debit,5483636272476979,0
193.31,2023-02-27 18:34:35,ccb4339e-b843-4339-b217-13946886962c,c36ae984-2712-441b-a5a0-d785b15c597d,purchase,North Christinaberg,debit,5438535816045474,1
871.67,2022-09-25 20:23:28,62c9a082-643b-4b64-a7e8-1826d76ca807,6d1c8cc6-0172-4255-b0bb-9442b04dbb04,transfer,Woodview,credit,4010534082908650,0
496.07,2023-01-01 15:50:56,c26c865b-af7b-40be-8249-632f6d1163af,1665b9de-bd77-4751-8ff1-287cb46768c0,transfer,Barrettport,debit,5030486997606404,0
567.98,2023-01-08 12:03:30,3d281a39-b436-4302-9d47-7a2f44ca594f,b1135483-04b1-4893-b931-faaf02b4af8e,transfer,Matthewhaven,debit,5310804118518999,1
573.66,2023-04-06 22:11:52,d6544b83-cdd2-4de3-8245-f70af8c14850,25d8d29c-4b18-4d5a-af93-8f625cf4d1e2,purchase,New Andres,debit,5615216154424659,1
554.93,2022-11-16 20:57:58,7c87477c-acaa-4430-b000-dadad11eff54,a3cf8d44-7cb2-44e0-a910-e3c99531c542,purchase,New Crystalport,debit,5374570652479662,0
448.49,2023-02-17 10:24:18,b1c25afd-aaa7-43ff-bd08-e2909b42b0bb,ea502f3a-7725-4040-9ce9-b1942dc300c1,refund,Michaelstad,debit,5591469109150407,0
765.06,2022-10-05 10:02:12,f585fc1b-4cec-4178-b38a-2ec4e21ee682,69135445-1275-4680-9f4a-a6cc43aa4dec,transfer,South Kathyshire,debit,5932712671614151,1
227.89,2022-10-07 09:36:09,21cb793f-6f45-4188-b8db-23e810bad0ec,8b0622bb-c475-4cc0-b01b-8c55cb303414,purchase,North Frankshire,credit,4992574243741103,1
604.98,2023-06-27 11:46:58,3eac1c8a-581b-480e-ad0c-afc1b26bc3bc,d48fba89-6833-4469-962c-d8db0d0c0f83,purchase,Michaelton,debit,5591722601314679,1
580.1,2022-11-27 23:30:14,c07de6aa-bd95-4bc0-b3f7-95c9e2c0b7e3,262dd933-343d-4e66-9078-235603da4b98,purchase,Smithmouth,credit,4549308442882255,0
453.12,2023-05-04 20:25:12,bbef066e-66b7-47df-b2a6-536cfab93f5a,a2b44bea-fd8b-44a1-85a8-2c397c7b4bcd,purchase,Nancychester,debit,5370668308482003,1
667.35,2022-11-01 06:50:43,ced1a402-e6d2-4223-bc65-71c3919dc267,852352d2-2516-4a22-b0f2-9b6f39a3479c,transfer,Nancyview,credit,4298972012239430,0
163.82,2023-05-09 04:17:08,41ebb136-57f3-4666-8bac-83eecfa09e7b,94791245-8e6a-4255-bed5-447fe795c1d4,transfer,Daniellefurt,debit,5475493657994586,0
358.13,2023-05-28 17:13:57,f470d005-0455-4809-b5ab-10f96de42de2,1b85a25f-e3ce-415d-b6d0-a6ece1624f41,purchase,Singletonberg,credit,4657663984781455,1
818.09,2023-04-21 08:49:49,f8d54d4d-1764-4a51-a884-f032597f1b34,043aa458-3594-4927-9055-b39377f445bd,purchase,Lake William,credit,4926168810043062,1
340.39,2022-11-29 19:29:41,be42c443-29bc-47d1-8dae-8ee167ea355c,59f8a419-28ac-48b9-93b9-c5ac4456f1ef,transfer,Gonzalezhaven,debit,5348384216253570,0
148.35,2023-07-13 18:38:47,b00175a6-a3a2-48f3-a0a5-ea7f187545f7,95e9fc0a-404e-4c69-a256-54117d7c3ba9,transfer,Port Rebecca,debit,5851037525191587,1
395.64,2023-04-08 01:55:06,6e9702cb-5011-419f-a82c-c11873750f01,979f7020-17af-486c-a57e-4b0c0c070cf3,purchase,Lake Melissaburgh,debit,5398999161302052,0
794.95,2023-07-14 11:56:10,3ae27905-e640-4148-8f07-9501c783d7a4,5f0df7d7-0466-4f32-bbac-214fd6536efc,purchase,Markfort,debit,5003595902592319,1
12.08,2023-04-02 22:10:23,e3de993f-c92a-4e5d-bb1a-c71dab2ac191,a7f2f2a4-e3ef-40de-9469-975b7e0a03a2,transfer,Lake Jason,credit,4931888881023213,1
410.92,2023-09-05 03:39:28,46a081d5-9b17-4a0b-a853-fb211a6fab05,365ef83d-17cb-4fd9-b229-6d8e0c10a47e,transfer,South Dustin,debit,5096249195306370,0
630.72,2023-02-05 20:10:32,a2b951ba-7337-486f-9c66-54c66c513dfe,a19ad65a-ab33-4190-ae2e-21fe373cd629,transfer,Mccoybury,debit,5670064177105086,1
224.1,2023-09-20 14:15:47,fad03cd3-ba2e-41e5-b077-b7c4526d01b3,2a90fc1c-137d-4e07-8054-6cebcb296944,refund,Christopherfurt,debit,5193678896701501,1
395.71,2023-03-04 03:52:31,e2b64513-f76e-4d3e-aa4c-51bbcb8bda75,8f1b5e36-02c3-44fb-a74e-3d08f80b205d,refund,Meganstad,credit,4487147087366871,0
156.44,2023-07-13 06:24:44,ef0d764c-cf62-4c26-ba39-83cac90ea2fc,8fd1c140-f25b-41aa-932b-f37951519394,purchase,East Tammyland,debit,5130839931663649,1
709.61,2023-03-15 23:52:18,ed37826c-d0fb-4cf8-8ef8-6bd929b7fc69,78d9f977-979e-456e-a324-b117ab3e0d7b,purchase,Lake Jeffrey,debit,5773427381700747,1
51.63,2023-08-23 17:40:48,9032da10-ff04-4b62-8df0-0f13e7b2eb8f,eeee3b6e-de54-4830-b2e9-509449bb4e69,refund,Port Karinaview,debit,5421557799012092,0
342.06,2023-04-15 19:15:24,9ae637f6-199f-47d7-b89d-10df3bc57638,09e62032-e785-451e-8d07-fdf6432a36af,purchase,Donnaburgh,credit,4083640381771276,0
223.52,2022-10-01 01:42:30,ae20cc97-2455-4251-8268-0d1c1d3a9e39,e9a144c2-f6ef-49a1-a45f-0a3b54861968,purchase,Larsonville,debit,5192141681966263,0
747.78,2023-09-20 04:31:36,08659ca0-a284-4520-b2fb-450efd218200,83543044-02b3-45ea-8b41-50e0d39600b6,transfer,Valeriefurt,debit,5330069118113095,1
63.45,2023-02-27 05:37:07,fc50a40d-b0e7-4340-b96a-0c8012ec9072,576f58e6-e671-4aca-83d9-850e41a0ae2c,purchase,Port Benjamin,debit,5757076645522843,0
966.25,2023-08-08 16:12:38,b6d53db7-54df-4670-a6de-4b90ca53041a,cfc3907f-471f-42d6-b429-a0fc6196c0b5,purchase,New Davidfurt,credit,4974165615565202,1
339.71,2023-07-20 16:40:22,03594ff8-07f3-430d-b034-711a9ab191b3,c81948ee-513a-41c5-8d96-bc40c233b99c,refund,Ronaldhaven,debit,5521029860754220,1
794.8,2023-04-04 08:40:37,2ae2d5cf-b021-4f49-a11d-b5c6f18ff5bb,59f878b1-1c51-45e5-946d-82e6c980df93,purchase,South Joseph,debit,5364707966700032,1
32.2,2023-06-13 10:20:53,f1dae05e-c8cb-43a3-8ecd-771e3302b12f,7f68c821-43fc-438e-bb46-6d2f16ea63d0,transfer,East Kennethhaven,credit,4373548770949351,1
991.04,2023-08-18 13:33:25,b0db3c2e-79d5-449e-a902-d6c9687f4b59,be5bfd4f-6902-4931-88fa-f8bc98c97bb5,transfer,West Paulport,debit,5438212820270588,1
74.79,2022-09-24 22:41:10,559629e9-882d-41b9-b4c9-c24c84f0102a,2017343b-c531-4316-b2c9-8cd9f073e907,transfer,Jennifermouth,debit,5354163701714850,1
333.19,2023-04-21 22:52:40,103b345e-0fc8-4b66-80aa-d0485e4d374e,a03fa90b-453b-4e66-8842-ffe140a11128,transfer,New Haleyland,credit,4377105299375687,0
283.86,2023-02-26 02:05:43,c0f7f188-859e-4bae-8b31-d9a02964bf84,3af30239-f4e1-4a30-b78d-5232c5502860,refund,Lake Zacharyshire,credit,4810762365464722,0
907.05,2022-09-25 09:53:10,5b08d6c7-b8b1-4ca1-ac74-446c0b186aeb,08944fa9-beeb-41f7-a763-69d791d92c3c,purchase,East Colton,credit,4597886648381526,0
694.74,2023-05-09 03:21:45,08f9cf4f-042c-4216-bdf4-af92e1156e5d,4e36de29-6ba5-445a-b144-c970e72e92e9,transfer,Cunninghamtown,debit,5758838541760287,0
83.44,2023-02-10 09:31:22,713fcafc-1808-42d8-be80-f4d23a855e3f,5f6c90dc-5848-46b3-b97d-9fb13a72eb76,purchase,North Jamesside,debit,5641601543366947,0
124.37,2023-05-30 11:42:29,f0da4334-11e3-47f3-a0d8-c7dee3f90a61,6a7f1c48-fcdd-464c-a6bd-85af4bcf2e14,refund,Fernandofort,credit,4943210383530475,0
555.68,2023-01-09 22:52:47,ced9114d-d8e3-4b8d-8d77-d3e7281137fe,1945f6d2-078d-42b6-8d87-36ab9ad8571c,purchase,Sharpborough,credit,4739470563382318,0
196.04,2023-03-09 13:03:46,ebcfdc8a-1934-484a-ac97-589981b70e78,a0347771-937e-4676-9819-de3012942af3,refund,East Heatherton,credit,4481472216456042,0
896.48,2023-07-27 11:11:08,d5283b9f-1180-4f24-bf93-d81d96a3f776,49b3308f-026c-477a-a975-8efa22e25e1a,transfer,Hayleyfurt,debit,5317477202343534,0
84.54,2022-12-15 00:51:31,d7caf52c-57aa-472c-b9bf-c0f609ccef75,6ecd12c9-0a7a-405d-b3b0-9dcd716c15ad,transfer,East Tonyaside,credit,4736595865986450,1
863.13,2022-10-06 10:49:20,d9cffaa3-c84a-4455-986b-7b0d8314ffc9,da5da405-2462-49d3-8b3a-0444e6f81e5c,refund,Crawfordborough,debit,5142195781500284,1
202.45,2023-04-19 17:22:37,7a2257ef-7854-4e98-820f-7838f3c2a74f,e39d260d-1499-46a2-a705-fc18bef4a705,transfer,Port Michaelshire,credit,4597869226502515,1
732.65,2023-05-14 13:34:10,4e22a990-08c9-407d-9ddf-d57976c1a389,92b13f72-839c-475b-990e-e01887cff0a7,transfer,Port Ashleyberg,credit,4083637829696532,1
34.13,2023-09-16 20:31:07,6c6f3d63-7f04-41b3-a90a-94865b36e003,11debf87-3697-4181-b350-38241376b6bb,purchase,Howebury,debit,5512234410526245,0
231.44,2022-11-09 02:58:38,bd225b24-6bac-4a67-b44a-ebd0785ae3ce,2c68ffcc-b1d8-4f80-b8a8-7e910391e005,purchase,East Chadburgh,credit,4893535585123513,1
507.98,2023-08-26 17:54:52,78e1c039-c56b-409e-909b-d6f251321725,8a4c1279-27cc-4566-ac2d-c379e0d06b90,purchase,Williamschester,credit,4154138572515591,0
951.55,2023-06-15 15:51:39,a0bd3d98-c140-4bc8-9375-334f1ad3d5dc,37364208-9cf2-4cf9-86be-6a96b926e4af,transfer,Tamitown,debit,5991445969410468,0
514.41,2023-07-25 14:04:22,d74f4f34-a486-4e3c-94bd-a5b8cfa0d24c,7aecef7f-c4a4-4e6c-bcb0-d7651bb009ca,transfer,East Robertland,debit,5207084631879692,1
968.98,2023-02-18 16:41:13,b14b7bfe-8902-48ab-a30b-ce8f12b21593,b76ac376-c382-47d0-bfde-de73cb4cbc95,purchase,Hernandezville,debit,5260593475205496,0
127.05,2023-04-16 09:26:08,11f3dac9-2232-407a-9c99-c966de5991b5,bbfff6d1-c6c8-4e94-aeaf-b7f7518ab4a5,purchase,East Ronaldshire,credit,4381274948823825,0
690.27,2023-02-01 14:07:39,1fb64387-2fc2-4080-9b76-b526f6acc41f,51bec66b-31ca-4e7d-9a2b-c4446782bc58,purchase,Marystad,credit,4857761330113950,1
804.69,2023-06-29 00:56:11,24ed2de5-b57f-4fb6-9ee6-c570f2f6a201,0199d0e7-b07d-41d6-8d0e-61bb05a2bf18,refund,Reynoldsbury,credit,4138844087864011,1
438.46,2023-06-30 13:50:55,537ac13e-3a9b-42dd-9baa-2b688ecfae32,ed3acf02-51ab-489e-ad91-37a7e4396d0e,refund,Lopezland,credit,4589440963956197,0
456.5,2023-08-31 07:01:08,33b70e91-6ab7-4567-9632-a8873f396977,014a206b-604c-4e71-b150-19e50911ef93,transfer,West Angelaburgh,credit,4439293315166706,0
655.06,2023-05-26 09:01:11,9bf28d35-f1bd-4594-a7c8-f90ae91e27b9,853f57a2-b0ba-49aa-9f3a-722fd35137e0,transfer,East Christopher,credit,4742000132685489,0
726.36,2022-11-11 04:19:44,08117f2b-7c01-48fe-a5d5-ab9d51bf00d7,df809bb6-165e-4f89-86bd-0fa8c60a4022,refund,Ericshire,credit,4131182567815793,1
213.69,2023-08-23 09:54:16,c4ac1732-d2f2-4c46-b0b0-48591b5d99b2,fc25ed20-afbc-4462-bc46-3f3cc54828b4,purchase,Port Charles,debit,5315441277966616,0
56.45,2023-01-25 12:48:37,6fae99cd-aa1a-4894-ac77-232c68e7f164,edd1e3d5-9c38-48ab-93a8-4ec20f8bc17b,purchase,Bobbyborough,credit,4592988099647717,1
867.85,2023-02-14 14:01:03,3bf878e5-673c-4e36-8904-75eeaa2b7797,624a397b-bafa-4751-bfb4-9653d77e66cd,purchase,Bennettmouth,credit,4048385635531874,0
899.94,2023-03-03 08:09:40,80c9045e-4762-47cc-be67-0ed85156fc67,780208bb-6dbd-488a-bec8-1bde7ab2a758,refund,Thomasside,debit,5848676515916392,0
581.91,2023-08-10 05:45:03,6fb3548d-2f32-4363-ac32-a144b6a69c0f,3f03a3ee-a0df-4e8c-a79f-bb6175e4033c,purchase,East Yvette,debit,5038297079430492,1
469.43,2023-02-18 05:01:45,3a1f99ee-e673-4f84-88f5-5cf4445a2eba,d40b4a4e-bd70-468b-8280-8f1139015845,refund,Edwardbury,credit,4030358824117541,0
955.04,2023-05-11 09:00:39,fd7074f2-ef90-482b-83d5-32065ed69964,e5812399-b49e-41a4-b66c-f980babc0a9a,purchase,Fuentesland,credit,4929314238056145,1
372.77,2023-03-15 05:39:22,93af0645-556e-4403-b540-a14509c6af8b,32a43edc-4005-4772-b3e9-289fc9c427fb,purchase,Georgeton,credit,4581000694180299,0
344.31,2023-05-16 08:09:05,cdd2c841-159b-4d75-b8a6-ffe87462eb32,5f83a8da-ef00-469a-97c4-c97db7a6e307,transfer,New Mackenzie,debit,5010881651048086,1
538.21,2023-08-09 23:55:56,49a18a74-c2ed-4492-99fb-c824d1d77090,eec6ce13-d54d-48f3-812b-b79b18fdb4a9,refund,Port Vincent,debit,5122976009190766,0
58.53,2023-03-22 13:25:54,7ead204b-2d5f-486f-b2cd-c94315ba8ebc,7556d555-9e73-4fc0-bd96-d52fae58dc63,refund,Allenshire,credit,4203735465416025,0
